loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_range_high,revol_util,total_acc,loan_status
17859,60 months,14.75,D,3 years,OWN,48016.13,major_purchase,10.53,4,734,6.9,7,Fully Paid
8684,36 months,15.06,D,2 years,OWN,158915.44,major_purchase,24.29,2,693,62.2,39,Fully Paid
26552,60 months,23.31,E,7 years,OTHER,199444.04,credit_card,27.78,3,782,11.41,19,Fully Paid
2207,60 months,14.04,E,7 years,MORTGAGE,105254.47,home_improvement,18.7,2,797,49.19,20,Fully Paid
2960,36 months,22.33,G,5 years,OTHER,89071.9,other,21.86,0,737,19.69,31,Fully Paid
1557,60 months,5.36,A,3 years,MORTGAGE,119450.12,credit_card,28.76,4,697,19.77,16,Fully Paid
30689,36 months,13.12,F,6 years,MORTGAGE,49657.91,credit_card,11.25,4,720,52.3,9,Fully Paid
14893,36 months,12.98,F,8 years,MORTGAGE,194831.01,small_business,15.35,4,762,55.54,7,Fully Paid
33272,60 months,23.72,B,1 year,MORTGAGE,170900.24,other,26.95,4,733,0.35,15,Fully Paid
1882,60 months,12.86,A,5 years,OTHER,40338.33,small_business,20.18,1,688,50.08,43,Charged Off
38529,36 months,20.83,F,6 years,MORTGAGE,190114.67,debt_consolidation,26.21,0,837,66.98,10,Charged Off
39635,36 months,22.21,E,< 1 year,OWN,189707.5,other,18.55,1,724,67.85,18,Fully Paid
30535,60 months,21.46,E,5 years,OTHER,76943.85,debt_consolidation,22.19,1,767,84.99,27,Fully Paid
13869,36 months,20.08,E,7 years,RENT,131445.57,major_purchase,0.39,0,663,89.53,46,Fully Paid
8166,36 months,15.34,A,6 years,MORTGAGE,39935.77,debt_consolidation,10.19,4,756,62.29,8,Fully Paid
13982,36 months,14.33,D,1 year,OTHER,35154.45,debt_consolidation,23.11,3,811,48.18,20,Fully Paid
39115,60 months,19.11,G,1 year,MORTGAGE,110323.02,major_purchase,12.12,4,828,20.41,11,Fully Paid
8269,36 months,6.59,B,3 years,OWN,28942.05,home_improvement,10.89,4,681,12.68,31,Fully Paid
29064,36 months,26.9,B,4 years,MORTGAGE,177480.49,major_purchase,28.55,1,669,60.91,7,Fully Paid
14527,36 months,25.63,E,4 years,OTHER,187057.17,major_purchase,16.58,2,703,94.66,7,Fully Paid
3454,60 months,13.66,C,10+ years,OWN,32115.15,home_improvement,5.77,4,847,27.82,36,Charged Off
21878,60 months,19.17,A,1 year,MORTGAGE,28511.25,major_purchase,14.17,0,813,9.95,8,Fully Paid
13991,60 months,28.31,F,6 years,RENT,59855.21,small_business,15.56,0,801,42.39,47,Fully Paid
3808,36 months,11.79,F,7 years,MORTGAGE,187392.5,debt_consolidation,29.66,0,799,0.05,14,Fully Paid
37593,60 months,23.56,G,1 year,MORTGAGE,158422.63,major_purchase,21.55,1,679,55.36,5,Fully Paid
37304,36 months,7.07,D,3 years,OWN,141769.6,credit_card,15.58,3,694,4.95,22,Fully Paid
31386,60 months,18.08,E,10+ years,MORTGAGE,159742.5,debt_consolidation,12.96,3,768,93.1,34,Charged Off
4802,36 months,27.1,C,10+ years,OTHER,55905.82,small_business,27.46,3,722,86.99,32,Fully Paid
29753,60 months,18.79,E,2 years,OTHER,66185.91,small_business,19.38,4,804,11.49,47,Charged Off
22083,36 months,20.41,C,3 years,OWN,77173.15,major_purchase,10.68,4,815,14.69,20,Fully Paid
19354,36 months,27.69,B,4 years,OTHER,128911.86,home_improvement,13.94,2,739,95.34,26,Fully Paid
23190,60 months,22.88,C,5 years,RENT,129479.61,credit_card,8.34,2,746,81.36,34,Fully Paid
7142,36 months,22.4,B,1 year,MORTGAGE,57549.39,major_purchase,28.81,2,824,94.2,45,Fully Paid
29398,60 months,19.66,B,9 years,OWN,98610.89,home_improvement,21.06,1,682,33.45,43,Fully Paid
34132,60 months,20.82,A,5 years,OTHER,144203.58,small_business,11.77,3,802,11.1,41,Charged Off
20503,36 months,25.09,G,8 years,RENT,75731.47,debt_consolidation,5.5,4,800,61.54,14,Fully Paid
35631,36 months,29.48,C,10+ years,RENT,33585.87,small_business,5.31,2,801,96.67,29,Fully Paid
17499,60 months,24.88,D,7 years,OWN,55530.2,major_purchase,14.33,1,796,13.0,15,Fully Paid
9016,60 months,22.69,D,< 1 year,OWN,49652.41,home_improvement,14.03,2,795,81.89,27,Fully Paid
3384,60 months,8.39,C,8 years,OTHER,133749.7,major_purchase,12.53,4,776,35.96,26,Fully Paid
16072,36 months,25.43,G,10+ years,MORTGAGE,32338.82,small_business,25.55,2,730,11.55,24,Fully Paid
37703,60 months,23.4,A,9 years,RENT,179254.92,credit_card,29.38,1,726,45.9,9,Fully Paid
15482,36 months,24.26,D,10+ years,RENT,35189.68,small_business,10.64,1,759,48.87,26,Charged Off
22826,36 months,10.78,E,1 year,OWN,127623.75,major_purchase,8.84,2,682,0.91,21,Fully Paid
3490,60 months,27.59,D,10+ years,RENT,187315.87,home_improvement,23.1,4,740,47.45,22,Fully Paid
26518,60 months,7.43,A,< 1 year,OWN,31236.13,major_purchase,13.49,1,700,64.75,19,Charged Off
25045,36 months,11.34,B,5 years,MORTGAGE,88958.88,debt_consolidation,6.53,3,748,76.47,34,Fully Paid
27910,36 months,21.58,B,< 1 year,OWN,79030.24,debt_consolidation,5.43,1,746,9.86,16,Fully Paid
25566,36 months,21.84,B,5 years,MORTGAGE,81957.58,home_improvement,8.42,0,691,87.65,6,Charged Off
34905,36 months,12.83,A,1 year,OTHER,128056.06,small_business,0.04,2,776,16.77,43,Fully Paid
28103,60 months,22.54,B,10+ years,OWN,67178.56,major_purchase,28.24,3,686,65.83,7,Fully Paid
37188,36 months,14.7,G,6 years,OTHER,24918.13,other,12.91,4,723,55.26,48,Fully Paid
6845,60 months,5.0,B,6 years,MORTGAGE,193209.51,other,2.49,3,732,88.0,18,Fully Paid
22162,60 months,9.07,A,3 years,RENT,154779.68,debt_consolidation,4.95,1,726,3.86,40,Fully Paid
37674,60 months,27.07,E,1 year,OTHER,44322.97,credit_card,9.7,1,766,19.16,41,Charged Off
20337,36 months,10.57,D,10+ years,OWN,101928.23,debt_consolidation,16.55,0,840,12.2,18,Fully Paid
23313,36 months,7.82,A,6 years,OWN,31289.91,small_business,21.11,3,669,32.76,27,Fully Paid
27943,60 months,22.06,A,< 1 year,OTHER,25014.14,home_improvement,9.24,1,710,33.88,19,Charged Off
13413,60 months,16.02,C,10+ years,OTHER,28552.11,credit_card,28.73,4,819,8.86,11,Fully Paid
1276,60 months,24.91,B,10+ years,OTHER,156039.99,major_purchase,22.81,4,705,51.43,37,Fully Paid
18611,60 months,26.54,F,1 year,OWN,100086.31,major_purchase,24.77,3,762,11.62,42,Fully Paid
12944,36 months,26.15,E,1 year,OTHER,171991.44,other,9.71,3,797,7.44,16,Fully Paid
16906,60 months,12.83,F,< 1 year,OTHER,74938.72,home_improvement,11.43,0,747,3.32,28,Fully Paid
21536,36 months,17.64,C,8 years,MORTGAGE,159557.91,credit_card,16.14,3,742,92.91,18,Charged Off
28810,36 months,21.25,E,5 years,OTHER,34028.22,credit_card,13.55,4,849,39.67,46,Fully Paid
13306,36 months,13.05,B,2 years,OTHER,134319.47,credit_card,7.8,3,776,28.37,11,Fully Paid
11503,36 months,6.03,F,5 years,OWN,84908.34,home_improvement,29.92,1,730,48.23,24,Charged Off
20225,60 months,17.39,B,6 years,OWN,69810.49,home_improvement,25.45,1,713,15.77,33,Fully Paid
37976,36 months,5.32,B,2 years,RENT,166719.64,major_purchase,7.14,3,826,40.62,48,Fully Paid
12590,60 months,28.77,D,3 years,OWN,29345.98,debt_consolidation,26.77,2,688,19.05,11,Fully Paid
11886,36 months,24.92,E,9 years,OWN,190915.66,small_business,17.61,3,675,30.44,9,Fully Paid
13866,60 months,9.8,E,< 1 year,OWN,161398.2,major_purchase,0.38,0,831,92.42,40,Fully Paid
2088,60 months,12.19,C,5 years,OWN,84009.67,other,10.38,4,676,14.87,37,Charged Off
4363,60 months,29.57,A,5 years,OTHER,198439.94,other,0.77,4,701,47.38,17,Fully Paid
33792,60 months,14.34,B,8 years,RENT,56448.06,other,2.63,3,755,66.09,36,Fully Paid
10764,60 months,24.59,B,1 year,OWN,92434.52,credit_card,5.37,2,699,91.8,41,Fully Paid
21620,36 months,16.17,F,4 years,OTHER,179278.32,debt_consolidation,14.53,4,673,92.3,41,Fully Paid
13935,60 months,26.6,C,4 years,OWN,199425.28,small_business,11.44,2,819,24.73,31,Charged Off
9068,36 months,22.59,E,6 years,RENT,63040.31,credit_card,4.47,4,830,94.32,6,Fully Paid
8295,60 months,5.57,D,4 years,MORTGAGE,153760.41,home_improvement,11.84,1,834,33.14,17,Fully Paid
12390,36 months,12.36,E,9 years,MORTGAGE,75031.28,debt_consolidation,9.13,0,810,89.49,42,Fully Paid
21131,36 months,18.95,D,3 years,RENT,157965.08,home_improvement,12.3,4,719,9.32,34,Fully Paid
30218,36 months,28.15,D,9 years,OTHER,42551.12,small_business,5.17,3,671,19.84,10,Fully Paid
11433,60 months,7.55,E,1 year,OTHER,80510.59,other,18.29,1,745,7.9,7,Fully Paid
16038,36 months,20.03,F,7 years,RENT,33499.93,small_business,1.34,2,776,29.9,34,Fully Paid
29182,60 months,12.55,B,4 years,MORTGAGE,108541.45,credit_card,11.64,0,717,87.39,23,Fully Paid
12528,60 months,27.23,D,3 years,OWN,146270.1,home_improvement,26.85,2,681,15.93,20,Charged Off
22281,36 months,24.13,F,8 years,MORTGAGE,88150.9,major_purchase,12.59,2,733,22.48,8,Fully Paid
9605,36 months,14.24,C,1 year,OWN,130649.05,other,13.23,4,799,21.62,49,Fully Paid
35782,60 months,9.18,C,2 years,RENT,122435.62,major_purchase,2.04,1,759,27.47,13,Charged Off
2381,60 months,5.29,D,7 years,RENT,73027.37,home_improvement,18.16,0,746,1.87,12,Fully Paid
2098,60 months,20.53,B,10+ years,RENT,107620.07,small_business,28.09,1,683,42.38,30,Fully Paid
20810,60 months,15.15,D,3 years,MORTGAGE,32423.43,other,8.75,1,679,97.63,13,Fully Paid
25322,60 months,12.87,C,8 years,RENT,102784.39,debt_consolidation,11.8,4,790,44.81,16,Fully Paid
33955,60 months,29.64,G,9 years,MORTGAGE,102474.11,other,17.64,2,682,81.33,32,Charged Off
11207,36 months,16.65,C,9 years,OTHER,25169.22,home_improvement,2.8,1,846,57.14,9,Fully Paid
22793,60 months,23.75,E,9 years,OWN,112497.18,credit_card,28.51,2,758,1.49,49,Fully Paid
3092,60 months,9.44,G,9 years,OWN,152784.86,major_purchase,14.03,1,692,58.55,20,Charged Off
29220,36 months,5.34,B,8 years,OWN,101405.39,other,3.45,0,774,94.65,23,Fully Paid
19514,36 months,15.44,E,9 years,RENT,136284.59,credit_card,10.06,3,705,55.35,27,Fully Paid
39010,36 months,21.64,G,8 years,OWN,115835.77,debt_consolidation,11.21,3,694,52.79,12,Fully Paid
9549,60 months,17.66,F,< 1 year,RENT,161332.18,major_purchase,10.36,3,681,67.02,42,Charged Off
23031,36 months,27.26,G,5 years,MORTGAGE,112601.95,major_purchase,20.8,4,693,87.09,22,Charged Off
6185,36 months,15.85,F,9 years,RENT,79689.62,major_purchase,10.37,4,695,56.48,30,Fully Paid
16271,60 months,12.78,F,5 years,OWN,168962.38,other,9.72,2,760,40.64,47,Charged Off
6776,60 months,27.9,G,7 years,RENT,32171.85,credit_card,9.66,4,813,3.71,30,Charged Off
13449,60 months,15.17,G,6 years,RENT,72102.12,small_business,23.34,3,700,11.11,45,Charged Off
25297,60 months,11.74,A,6 years,MORTGAGE,126467.2,credit_card,9.25,4,669,64.87,19,Fully Paid
16717,36 months,7.44,G,1 year,RENT,174084.77,small_business,0.42,3,760,61.89,18,Fully Paid
11350,60 months,24.83,F,10+ years,OWN,32985.53,other,10.97,1,773,23.9,11,Charged Off
31622,36 months,25.63,D,3 years,RENT,37289.53,home_improvement,8.35,3,794,71.89,29,Charged Off
36323,60 months,5.83,E,< 1 year,OTHER,70829.3,major_purchase,27.27,3,701,27.97,6,Charged Off
3951,36 months,13.97,F,10+ years,RENT,82022.95,credit_card,14.34,0,798,30.5,10,Charged Off
18622,60 months,23.75,B,10+ years,OTHER,171836.88,debt_consolidation,7.04,0,731,6.14,13,Fully Paid
5727,60 months,28.66,G,6 years,OWN,192602.58,debt_consolidation,29.45,0,730,55.03,46,Fully Paid
39454,60 months,14.45,F,3 years,OTHER,23101.16,small_business,7.4,0,769,28.77,25,Charged Off
37469,36 months,26.8,D,8 years,OTHER,22764.1,small_business,22.89,3,766,81.89,15,Fully Paid
36548,36 months,14.84,G,5 years,OTHER,175665.86,major_purchase,19.49,2,731,80.15,11,Charged Off
24782,36 months,9.49,D,5 years,OTHER,44411.06,small_business,13.87,0,793,12.84,36,Fully Paid
29454,60 months,5.09,D,8 years,OTHER,81080.51,debt_consolidation,12.18,4,705,16.0,44,Fully Paid
3368,36 months,13.25,D,7 years,RENT,69538.43,credit_card,26.17,4,792,32.1,44,Fully Paid
16592,60 months,14.46,D,5 years,MORTGAGE,70736.28,credit_card,14.25,4,739,58.09,31,Fully Paid
23173,60 months,28.63,B,5 years,OTHER,79146.54,small_business,11.26,3,832,34.25,17,Fully Paid
34204,60 months,10.15,A,5 years,OWN,80488.31,small_business,10.63,1,771,35.03,6,Fully Paid
36596,36 months,14.56,C,3 years,OWN,131628.05,other,8.28,1,673,14.01,17,Fully Paid
35324,60 months,5.63,A,4 years,RENT,133181.14,debt_consolidation,12.27,0,693,33.56,8,Fully Paid
24864,36 months,24.09,C,2 years,MORTGAGE,114120.56,home_improvement,3.6,4,843,47.04,8,Fully Paid
31750,60 months,27.88,E,8 years,MORTGAGE,174537.48,credit_card,1.95,0,717,98.47,30,Charged Off
11576,60 months,10.95,G,10+ years,OTHER,172220.93,small_business,16.24,3,709,83.8,27,Fully Paid
17566,60 months,15.72,D,1 year,OWN,59099.13,other,13.63,4,745,79.3,24,Charged Off
8190,36 months,8.05,E,10+ years,OWN,117855.12,other,5.2,0,764,55.98,34,Fully Paid
24071,36 months,16.42,E,6 years,RENT,161090.68,other,3.2,2,786,36.01,29,Fully Paid
39333,60 months,8.33,G,< 1 year,OTHER,176037.38,other,4.3,3,843,85.69,31,Fully Paid
16369,36 months,18.08,C,9 years,OWN,65933.44,major_purchase,9.46,3,807,34.74,24,Fully Paid
25035,36 months,23.37,B,6 years,OTHER,108938.03,small_business,13.54,3,672,59.28,20,Fully Paid
2589,60 months,18.83,D,1 year,MORTGAGE,114504.91,small_business,5.8,2,785,25.72,8,Fully Paid
26235,60 months,11.13,F,4 years,OTHER,145934.9,other,22.67,1,744,77.64,13,Fully Paid
1159,36 months,13.84,G,< 1 year,OTHER,79446.66,credit_card,5.8,1,752,51.45,11,Fully Paid
13145,60 months,20.96,G,4 years,RENT,72821.32,small_business,3.72,2,763,89.52,24,Fully Paid
16373,60 months,19.74,E,10+ years,RENT,147007.55,major_purchase,29.84,1,745,56.89,45,Fully Paid
32921,36 months,8.42,A,3 years,MORTGAGE,91880.39,major_purchase,13.43,2,704,16.43,45,Fully Paid
17237,36 months,26.12,D,< 1 year,MORTGAGE,20724.31,other,5.1,0,818,99.29,36,Fully Paid
9244,60 months,16.88,B,< 1 year,OTHER,188812.38,major_purchase,26.84,2,828,50.2,5,Fully Paid
15743,36 months,9.06,D,6 years,OWN,46936.19,debt_consolidation,6.93,1,705,25.07,13,Charged Off
32566,36 months,8.07,F,2 years,OTHER,46754.14,major_purchase,27.77,2,661,32.93,44,Charged Off
19691,60 months,29.14,F,9 years,MORTGAGE,167305.84,other,3.57,2,783,12.12,23,Fully Paid
34996,60 months,12.04,E,8 years,RENT,80390.51,other,25.25,4,794,7.39,44,Charged Off
6590,60 months,27.71,A,8 years,RENT,79071.56,other,5.53,2,799,45.06,40,Fully Paid
6585,60 months,15.26,E,9 years,MORTGAGE,132031.17,credit_card,28.15,1,723,95.19,38,Fully Paid
10227,36 months,14.65,B,10+ years,OTHER,30626.96,home_improvement,17.23,3,702,12.3,38,Fully Paid
29278,36 months,22.52,C,8 years,OWN,62653.11,small_business,5.7,0,710,90.27,27,Fully Paid
39814,60 months,5.25,F,< 1 year,RENT,29588.81,small_business,25.34,2,742,79.67,5,Fully Paid
13237,60 months,13.45,A,3 years,OTHER,72471.74,small_business,11.72,1,770,80.64,40,Fully Paid
16649,60 months,12.57,F,< 1 year,OWN,176587.43,major_purchase,21.98,1,679,71.0,27,Fully Paid
38713,60 months,26.7,B,< 1 year,MORTGAGE,183679.86,major_purchase,19.3,4,800,59.18,33,Fully Paid
8927,36 months,18.23,B,8 years,OTHER,75698.61,major_purchase,21.43,1,834,12.14,27,Fully Paid
8016,36 months,14.11,F,4 years,OWN,53765.61,home_improvement,10.31,3,813,57.57,27,Fully Paid
15027,60 months,11.65,E,< 1 year,OTHER,44349.68,home_improvement,28.16,1,717,35.2,46,Charged Off
25142,60 months,19.76,F,10+ years,RENT,90995.44,home_improvement,16.79,3,809,10.53,31,Fully Paid
24545,36 months,8.79,E,2 years,MORTGAGE,168753.13,home_improvement,2.33,0,718,80.38,31,Charged Off
32897,36 months,11.16,F,6 years,RENT,173479.42,home_improvement,2.0,2,802,54.65,43,Fully Paid
4167,36 months,12.34,E,1 year,RENT,28267.04,small_business,22.15,0,832,74.5,31,Fully Paid
27917,36 months,20.2,C,3 years,OTHER,57661.19,small_business,25.5,2,706,47.95,27,Fully Paid
23736,60 months,14.33,D,1 year,MORTGAGE,56570.65,home_improvement,20.86,0,741,55.17,27,Fully Paid
28990,36 months,17.64,D,8 years,OTHER,169117.43,small_business,8.32,3,690,71.23,25,Charged Off
15087,36 months,21.26,E,8 years,OWN,102132.62,home_improvement,6.78,2,770,24.69,11,Charged Off
23440,36 months,28.91,E,6 years,MORTGAGE,86311.14,home_improvement,16.96,2,757,84.7,25,Fully Paid
36205,60 months,24.12,G,6 years,RENT,192189.06,home_improvement,5.9,0,816,42.09,49,Fully Paid
16275,60 months,15.13,G,1 year,RENT,186564.31,small_business,11.37,4,700,70.85,24,Fully Paid
6276,36 months,23.71,C,9 years,RENT,99219.2,debt_consolidation,18.86,4,677,32.61,36,Fully Paid
38496,36 months,28.74,D,7 years,OTHER,43099.73,debt_consolidation,8.55,0,755,70.25,43,Fully Paid
20008,60 months,17.48,C,< 1 year,OTHER,50780.63,other,11.26,1,669,4.35,48,Fully Paid
6738,60 months,15.26,G,7 years,OTHER,40175.11,other,10.82,0,668,92.93,10,Fully Paid
33402,36 months,6.95,G,4 years,MORTGAGE,142490.7,debt_consolidation,13.82,3,839,78.69,22,Fully Paid
6793,60 months,27.31,B,3 years,MORTGAGE,119843.68,credit_card,20.23,3,775,66.48,10,Fully Paid
38291,36 months,11.16,F,9 years,MORTGAGE,120196.01,debt_consolidation,23.47,1,814,32.39,12,Fully Paid
6571,60 months,6.6,G,1 year,MORTGAGE,37708.01,debt_consolidation,19.95,4,685,84.26,6,Fully Paid
32331,36 months,18.43,D,2 years,OWN,162789.49,debt_consolidation,0.79,3,744,76.77,44,Fully Paid
17209,36 months,26.15,E,9 years,RENT,116403.12,major_purchase,26.91,3,688,45.31,24,Charged Off
26394,60 months,15.17,A,1 year,OTHER,36374.46,home_improvement,17.44,2,679,19.74,46,Fully Paid
26682,36 months,24.58,G,10+ years,OTHER,154483.54,other,27.61,2,732,17.55,17,Fully Paid
3224,60 months,25.91,B,3 years,OWN,196633.66,small_business,28.92,1,802,48.82,42,Fully Paid
33441,60 months,16.36,F,2 years,RENT,99412.49,major_purchase,14.04,3,839,78.34,12,Fully Paid
35716,60 months,19.77,A,4 years,RENT,40817.83,home_improvement,27.49,0,765,71.45,30,Fully Paid
27586,36 months,18.35,C,6 years,OWN,38251.85,debt_consolidation,10.96,4,765,49.36,14,Fully Paid
24478,36 months,28.48,F,8 years,MORTGAGE,24658.32,debt_consolidation,7.81,1,739,20.44,13,Fully Paid
7318,36 months,23.14,C,4 years,RENT,158671.67,major_purchase,2.21,0,788,23.92,32,Fully Paid
29694,60 months,28.13,C,7 years,MORTGAGE,144920.18,small_business,13.55,0,806,5.76,11,Fully Paid
21180,36 months,10.5,E,1 year,OWN,125163.07,major_purchase,20.66,1,813,17.68,5,Fully Paid
13180,36 months,12.76,C,5 years,OTHER,157813.28,major_purchase,29.31,1,718,1.28,37,Fully Paid
34002,36 months,6.77,G,7 years,OTHER,199873.58,other,15.64,3,663,67.45,47,Fully Paid
16372,36 months,17.5,A,8 years,OTHER,92332.63,home_improvement,22.03,4,721,58.82,17,Fully Paid
30796,60 months,26.85,B,10+ years,OTHER,147045.84,credit_card,26.88,3,844,98.8,38,Fully Paid
25427,36 months,13.17,G,3 years,RENT,87889.09,other,16.3,0,785,76.28,15,Fully Paid
34290,60 months,8.21,E,3 years,MORTGAGE,83370.42,small_business,5.0,3,847,24.62,33,Fully Paid
29099,60 months,6.71,B,6 years,OTHER,173165.62,small_business,25.45,3,694,70.79,31,Fully Paid
10821,60 months,16.19,C,3 years,OTHER,123457.37,major_purchase,17.23,4,822,1.22,39,Fully Paid
6832,60 months,9.1,D,4 years,OTHER,41710.39,major_purchase,22.76,2,767,98.62,42,Fully Paid
13820,36 months,13.65,F,1 year,OWN,92632.88,debt_consolidation,19.75,4,827,61.44,29,Charged Off
17211,36 months,25.5,E,1 year,RENT,163379.78,major_purchase,1.83,3,808,11.97,44,Fully Paid
6842,36 months,14.6,C,10+ years,OWN,189199.66,home_improvement,5.07,2,760,49.85,49,Fully Paid
2316,60 months,20.25,E,9 years,MORTGAGE,130597.06,debt_consolidation,8.59,0,814,94.06,19,Fully Paid
18508,36 months,17.55,D,4 years,OTHER,90958.47,credit_card,8.54,4,834,84.97,6,Fully Paid
23005,60 months,22.96,A,9 years,RENT,65356.83,home_improvement,25.18,1,763,29.89,18,Fully Paid
16206,36 months,8.9,G,9 years,RENT,95964.27,small_business,17.95,0,672,39.61,18,Fully Paid
19971,36 months,28.01,A,1 year,RENT,121817.81,small_business,2.5,2,713,85.36,45,Fully Paid
26599,36 months,21.09,F,5 years,OWN,20795.01,home_improvement,11.62,0,665,90.0,28,Fully Paid
23056,60 months,11.77,A,5 years,OWN,68362.01,other,16.69,1,818,91.46,9,Fully Paid
2378,36 months,8.08,G,7 years,OWN,140872.87,major_purchase,7.55,1,746,94.79,38,Fully Paid
2519,60 months,8.74,G,< 1 year,OWN,141181.33,major_purchase,1.2,4,820,50.05,48,Fully Paid
23161,60 months,24.57,D,6 years,MORTGAGE,137541.21,major_purchase,11.41,4,796,86.15,36,Fully Paid
39861,60 months,19.7,B,6 years,OTHER,190989.62,small_business,13.84,3,728,34.7,32,Charged Off
6355,36 months,14.52,D,8 years,OTHER,122338.22,home_improvement,27.14,3,831,83.81,17,Fully Paid
10083,36 months,13.32,D,3 years,OWN,68551.05,major_purchase,27.25,0,845,34.75,20,Fully Paid
39342,60 months,26.39,C,6 years,OWN,166090.28,other,15.01,1,697,60.83,25,Charged Off
21456,60 months,26.87,A,5 years,OWN,90087.92,debt_consolidation,14.14,0,703,46.85,26,Fully Paid
14324,60 months,19.53,E,3 years,MORTGAGE,63072.3,small_business,19.22,2,727,89.29,27,Fully Paid
3257,60 months,18.11,G,9 years,MORTGAGE,120214.82,other,7.74,2,691,6.65,36,Fully Paid
28364,60 months,25.41,F,7 years,RENT,72026.2,home_improvement,8.57,3,790,94.88,16,Charged Off
25972,36 months,23.73,B,2 years,OTHER,91308.81,other,0.08,0,765,46.21,45,Fully Paid
27654,36 months,15.01,G,7 years,OWN,144768.36,home_improvement,2.35,2,718,48.14,26,Fully Paid
16233,36 months,7.07,E,4 years,RENT,199270.66,home_improvement,5.36,3,799,82.78,27,Fully Paid
16887,60 months,24.21,C,3 years,OTHER,136051.69,home_improvement,19.22,0,759,66.62,39,Fully Paid
30320,60 months,9.22,C,2 years,RENT,69766.38,credit_card,6.38,1,770,95.37,29,Fully Paid
21808,36 months,5.41,B,9 years,MORTGAGE,36283.8,debt_consolidation,3.72,2,833,54.66,47,Fully Paid
31154,36 months,26.08,E,6 years,MORTGAGE,85154.17,other,18.49,2,819,55.87,49,Fully Paid
35773,60 months,19.46,B,6 years,RENT,23475.92,credit_card,19.55,1,818,97.17,34,Fully Paid
28747,60 months,27.29,B,5 years,RENT,103655.85,other,1.79,3,800,92.64,34,Fully Paid
11860,60 months,17.11,A,2 years,OTHER,138797.08,major_purchase,23.19,2,708,20.87,7,Fully Paid
19156,36 months,28.16,E,8 years,OWN,112123.28,other,18.18,1,750,30.69,35,Charged Off
21360,60 months,13.85,A,10+ years,OTHER,175750.81,credit_card,11.91,3,728,62.53,40,Charged Off
19135,60 months,23.11,G,1 year,OTHER,108929.02,credit_card,29.5,4,723,93.94,40,Fully Paid
26351,60 months,12.52,A,2 years,MORTGAGE,103228.41,small_business,0.31,3,813,56.34,39,Charged Off
31499,36 months,5.03,G,< 1 year,MORTGAGE,75741.89,home_improvement,16.35,2,708,73.28,18,Fully Paid
24554,60 months,14.49,F,6 years,RENT,170770.47,credit_card,4.79,3,810,9.4,26,Charged Off
20604,36 months,23.44,A,1 year,MORTGAGE,182647.76,home_improvement,9.88,2,662,52.26,19,Fully Paid
17923,60 months,8.75,D,9 years,OTHER,196025.37,debt_consolidation,4.0,3,808,14.76,27,Fully Paid
9547,60 months,17.62,C,7 years,RENT,196617.62,credit_card,20.05,4,833,26.06,12,Fully Paid
34002,36 months,10.31,C,8 years,RENT,196476.25,small_business,12.05,3,768,16.63,28,Charged Off
15562,60 months,6.87,D,10+ years,MORTGAGE,148152.6,small_business,29.59,4,826,16.59,46,Fully Paid
8480,36 months,20.44,G,1 year,OWN,121277.52,major_purchase,19.62,2,737,99.17,44,Fully Paid
27672,60 months,28.8,G,5 years,MORTGAGE,51022.0,credit_card,27.52,3,697,29.82,37,Fully Paid
5213,36 months,12.77,B,10+ years,RENT,158071.37,debt_consolidation,7.22,1,687,56.55,11,Fully Paid
11293,60 months,19.52,E,< 1 year,RENT,152278.43,home_improvement,9.56,4,704,2.01,42,Fully Paid
35441,36 months,28.84,E,7 years,OWN,171632.39,other,10.88,0,761,80.64,40,Fully Paid
3100,36 months,21.26,E,4 years,OTHER,103241.19,other,25.16,4,721,68.02,13,Fully Paid
29172,60 months,21.83,A,8 years,RENT,180635.86,other,6.35,3,676,22.88,38,Charged Off
21132,36 months,9.47,E,2 years,OWN,149361.38,other,28.4,4,827,3.61,47,Charged Off
19199,60 months,17.32,E,1 year,OTHER,50802.56,credit_card,1.31,3,769,27.46,24,Fully Paid
37609,36 months,14.18,G,6 years,MORTGAGE,57242.63,major_purchase,26.7,2,694,62.86,23,Fully Paid
9016,60 months,16.77,E,10+ years,OWN,166567.79,small_business,13.54,2,844,1.52,36,Fully Paid
38261,60 months,25.02,C,6 years,OTHER,96624.81,other,15.78,1,684,7.54,25,Charged Off
32881,60 months,16.52,D,9 years,RENT,64822.33,credit_card,29.92,0,674,40.93,30,Charged Off
18058,60 months,6.57,F,4 years,RENT,96063.77,major_purchase,26.1,2,770,17.6,13,Fully Paid
25472,36 months,27.64,G,6 years,OWN,49047.99,debt_consolidation,27.12,1,806,63.18,40,Fully Paid
35926,60 months,18.62,B,5 years,MORTGAGE,180512.6,other,17.57,0,838,17.47,38,Fully Paid
35832,60 months,28.11,D,8 years,OWN,32877.09,home_improvement,28.69,1,800,99.36,48,Fully Paid
37021,60 months,19.31,E,2 years,RENT,83583.47,debt_consolidation,20.63,2,755,43.58,10,Charged Off
25087,60 months,6.74,B,3 years,OTHER,120247.18,debt_consolidation,24.58,0,754,14.83,37,Fully Paid
13828,60 months,18.82,B,8 years,MORTGAGE,177256.21,other,21.63,2,684,7.38,19,Fully Paid
